bookId,title,author,publisher,publicationYear,description,price,quantity,picture,categoryId
LT05,"Lập Trình Ai Cho Người Mới Bắt Đầu","TS. Lương Anh Vũ, Tạ Văn Dũng","NXB Thanh Niên",2025,"Cuốn sách Lập trình AI cho người mới bắt đầu ra đời nhằm đáp ứng nhu cầu đó. Cuốn sách sẽ giúp các lập trình viên từ mọi trình độ nhanh chóng nắm vững những kiến thức cốt lõi để có thể tự tin khám phá và ứng dụng AI vào công việc của mình.",200000,20,"img49.jpg",C04
LT06,"Con Gái Học Cách Lập Trìnhv","Reshma Saujani","NXB Trẻ",2023,"Bạn có thể làm nên những điều đáng kinh ngạc! Và chắc chắn bạn sẽ rất vui khi làm điều đó! Đặc biệt hơn, hóa ra, người tiên phong trong lĩnh vực khoa học máy tính là một phụ nữ. Đúng vậy, nhiều phụ nữ đã và đang có những đóng góp quan trọng trong ngành công nghệ thông tin, một ngành mà người ta thường nghĩ chỉ dành cho nam giới. 
Điều quan trọng là bạn cần nắm được các bí quyết! ",72000,30,"img50.jpg",C04
LT07,"Ước Vọng Về Quốc Gia Lập Trình","Nguyễn Thanh Tùng","NXB Trẻ",2023,"Cuốn sách này ghi lại hành trình cá nhân của tôi từ một sinh viên Bách Khoa bỏ học giữa chừng (tôi phải dành riêng chương đầu tiên để khẳng định mình không noi theo “tấm gương” Bill Gates) đến giám đốc điều hành hệ sinh thái giáo dục - khởi nghiệp MindX. Một hành trình đầy tính ""hải tặc"", tức là không bao giờ dừng lại và luôn đi tìm một kho báu chưa bao giờ tồn tại sẵn trên bản đồ.",64000,15,"img51.jpg",C04
LT08,"Em Học Lập Trình Coding","Randy Lynn","NXB Dân Trí",2022,"Cuốn sách “Em học lập trình Coding” sẽ giúp các bạn nhỏ làm quen với các khái niệm của lập trình thông qua các hoạt động games tương tác trực tiếp trên giấy, hoặc tương tác bằng môi trường thực tế, thay vì để các em say mê trong thế giới ảo trên máy tính.",103200,50,"img52.jpg",C04
MK01,"Sách - Marketing Thực Chiến - Từ Chiến Lược Đến Thực Thi","John Westwood","NXB Dân Trí",2020,"Trong sách còn có các bài tập thực tế, các bảng mẫu hữu ích và các mẹo hàng đầu, bao gồm các tóm tắt chương hữu ích và một kế hoạch tiếp thị mẫu chi tiết, để giúp bạn phát triển kỹ năng kinh doanh quan trọng này. Bạn cũng nhận được lời khuyên thiết thực về cách lập kế hoạch và điền vào mọi phần của tài liệu kế hoạch marketing. “Marketing thực chiến - Từ chiến lược đến thực thi” là cuốn sách cần thiết cho bất cứ ai muốn thúc đẩy sản phẩm hoặc doanh nghiệp của họ",127710,20,"img9.jpg",C03
MK02,"Tâm Lý Học Hành Vi Trong Marketing","Tara-Nicholle Nelson","NXB Công Thương",2024,"Chìa khóa để phát triển doanh nghiệp ngày nay không phải là xây dựng một ứng dụng hay thu hút những người theo dõi mới trên mạng xã hội. Điều quan trọng là thu hút “người tiêu dùng biến đổi” nhiều lần bằng cách khơi dậy mong muốn phát triển và biến đổi sâu sắc của con người họ.",137970,6,"img10.jpg",C03
MK03,"Con bò tía","Seth Godin","NXB Lao Động",2023,"Vài năm truớc đây, khi lái xe cùng gia đình đi qua nước Pháp, chúng tôi đã bị mê hoặc bởi cảnh tượng hàng trăm con bò đang gặm cỏ trên những đồng cỏ đẹp tựa như tranh ngay cạnh đường cao tốc. Cách từ vài chục cây số, chúng tôi đã dán mắt ra của sổ, kinh ngạc trước cảnh đẹp đang hiện ra. Nhưng chỉ 20 phút sau, chúng tôi bắt đầu không quan tâm đến đàn bò nữa, con này cũng giống con kia, và cảnh tuợng đầy ngạc nhiên lúc truớc bỗng trở nên hết sức bình thường. Tệ hơn là còn nhàm chán nữa. 
Đàn bò, sau khi bạn ngắm nhìn chốc lát đã trở nên kém thu hút. Chúng có thể đẹp đẽ, hoàn hảo, có những đặc tính vượt trội hay trông thật lung linh dưới ánh nắng nhưng vẫn vô cùng tẻ nhạt.
Do vậy; một con bò tía lúc này sẽ trở nên thú vị (dù chỉ tạm thời trong chốc lát). Bản chất của con bò tía là nó tạo ra sự độc đáo. Trên thực tế, nếu từ “độc đáo"" (remarkable) cũng bắt đầu bằng chữ P thì tôi đã có thể bỏ qua đám bò giống hệt nhau, nhưng biết làm sao đuợc?
Và cuốn sách này đề cập đến bản chất, lý do và cách để trở nên độc đáo.",135200,13,"img11.jpg",C03
MK04,"Marketing Matters","Linh Đàm","NXB Thế Giới",2025,"“Những câu chuyện cần mảnh đất màu mỡ để phát triển, và điều đó đến từ văn hoá của chúng ta. Văn hóa ở xung quanh ta. Văn hóa cũng đồng thời phá hủy mọi thứ. Văn hóa thậm chí đánh bại sự thật. Văn hoá đánh bại toán học. Văn hóa đánh bại bất kỳ lời đề nghị nào bạn có thể đưa ra. Vì vậy, chúng ta phải hiểu văn hóa và thế giới quan. Chúng ta phải hiểu quan điểm và góc nhìn của người ta nói chuyện cùng. Nhiệm vụ của nhà tiếp thị là kể một câu chuyện gây được tiếng vang cho những người đang nghe. Nếu thực hiện đúng cách, có thể sẽ không cần tới những ý tưởng cấp tiến”",183200,5,"img12.jpg",C03
MK05,"Nghệ Thuật Dụng Binh Trong Marketing","Jack Trout, Al Ries","NXB Lao Động Xã Hội",2019,"""Marketing Warfare - Nghệ Thuật Dụng Binh Trong Marketing"" là một trong những cuốn sách kinh điển về chiến lược tiếp thị, được viết bởi Al Ries và Jack Trout. Cuốn sách này đã tạo ra một cuộc cách mạng trong tư duy về marketing bằng cách so sánh các chiến lược kinh doanh với các chiến thuật quân sự.",152150,15,"img45.jpg",C03
MK06,"Ứng Dụng Agile Marketing","Andrea Fryrear","NXB Công Thương",2025,"Trong một thị trường thay đổi từng ngày, marketing không thể vận hành theo lối mòn. Các doanh nghiệp và nhà quản lý cần một phương pháp tư duy linh hoạt, có khả năng thích ứng nhanh với biến động nhưng vẫn đảm bảo hiệu quả bền vững. Và đó chính là giá trị cốt lõi mà “Ứng Dụng Agile Marketing” mang đến.",156000,60,"img46.jpg",C03
MK07,"Marketing Tinh Gọn","Allan Dib","NXB Công Thương",2025,"Cuốn sách Marketing tinh gọn là phần tiếp theo của hiện tượng best-seller toàn cầu Kế hoạch marketing trên một-trang-giấy, tiếp tục sứ mệnh giúp các doanh nghiệp làm ít hơn nhưng hiệu quả hơn trong marketing.",194650,18,"img47.jpg",C03
MK08,"Marketing Phải Bán Được Hàng","Donald Miller, J. J. Peterson","NXB Lao Động",2020,"Cuốn sách “Marketing phải bán được hàng” sẽ giúp bạn triển khai chiến lược marketing dễ dàng hơn. Nó cung cấp các giải pháp để thấu hiểu được nhu cầu của khách hàng, đồng thời xây dựng những chiến dịch thu hút sự chú ý và khiến họ không thể cưỡng lại việc nhấn vào nút mua hàng. Nếu bạn là một doanh nhân, chủ doanh nghiệp hay làm việc trong bộ phận marketing của một tổ chức lớn, đây là cuốn sách dành cho bạn.",111300,25,"img48.jpg",C03
SK01,"Làm sạch mạch và máu","Nishi Katsuzo","NXB Lao Động",2024,"Nhiều bạn đọc Việt Nam – những độc giả mến trọng của tôi, có thể là đang có trong nhà mình, hoặc đang đọc, hoặc đang trải nghiệm những điều nào đó trong cuốn sách nhỏ “Những phương thức phục hồi sức khỏe theo tự nhiên” của Thầy Nishi Katsuzo. Trong dòng chảy tràn đầy năng lượng mạnh mẽ của yêu thương đang dâng trào từ trái tim; trong niềm khát khao mãnh liệt muốn được cung cấp thêm những thông tin, tôi cho là, khá quan trọng, khá cấp thiết và luôn là thời sự, đến tất cả những ai đang rất quan tâm trong cuộc sống đương đại: Liệu có phương cách nào giúp chúng ta tránh được những căn bệnh hiểm nghèo ngày càng gia tăng, không chỉ ở những người cao tuổi, mà ngay cả những người còn khá trẻ – đang độ tuổi cống hiến nhiều nhất? Thủ phạm của các căn bệnh như nhồi máu cơ tim, tai biến mạch máu não, liệt nửa người, thậm chí chết “bất đắc kỳ tử”… là gì? Những sự ra đi quá đường đột… đã để lại những nỗi đau xé ruột…!!! Mới 3 ngày trước đây tôi vừa hẹn qua điện thoại, sẽ tặng bạn tôi một cuốn sách tôi vừa dịch về sức khỏe… và bạn tôi cũng hẹn sẽ tặng tôi một tập thơ mà bạn tôi vừa xuất bản…",87200,25,"img5.jpg",C02
SK02,"Cơ Thể Tự Chữa Lành: Giải Cứu Não","Anthony William","NXB Thanh Niên",2023,"Cuốn sách đi sâu vào các vấn đề liên quan đến não bộ - từ các loại virus, vi khuẩn gây hại cho não, tới kim loại nặng độc hại, dược phẩm lưu cữu, các chất gây ô nhiễm, thậm chí cả phóng xạ/bức xạ hiện rất phổ biến trong cuộc sống hiện đại. Không chỉ thế, tác giả còn căn cứ vào các vấn đề nêu trên để lý giải nhiều vấn đề, triệu chứng và bệnh trạng tâm thần hiện đang khiến nhiều y bác sĩ bối rối và hàng ngàn người bệnh khốn khổ.",339300,10,"img6.jpg",C02
SK03,"Sống lành để trẻ","Norman W. Walker","NXB Công Thương",2024,"Để TRẺ HÓA, chúng ta cần phải tìm cho chúng lời giải đáp CHÍNH XÁC và cơ bản. Chỉ khi đó, chúng ta mới có thể phác thảo nên một chương trình hợp lý và tuân thủ nó một cách đúng đắn nhằm từng bước loại trừ mọi yếu tố đang rình rập tước mất tuổi thanh xuân của ta. Dù đang ở độ tuổi nào, chúng ta đều phải học cách xóa khỏi tâm trí mọi công thức và mọi chỉ dấu của sự già trước tuổi vốn vẫn được xã hội công nhận xưa nay. Để thực hiện được điều ấy và để đạt được mục tiêu TRẺ HÓA, chúng ta phải học tập, nghiên cứu; hơn hết thảy, kinh nghiệm chính là chất liệu nghiên cứu quý giá nhất. Kinh nghiệm cá nhân tôi cho thấy, việc được sống ở một độ tuổi vốn được coi là “xưa nay hiếm” – được làm một ông lão bảy mươi tuổi sung mãn, sáng suốt, minh mẫn, tràn đầy nhiệt huyết và có cơ thể tráng kiện ngang ngửa một chàng trai ba mươi tuổi – quả là một mục tiêu đáng hướng tới. Về bản chất, các tế bào và mô trong cơ thể của mọi đàn ông và phụ nữ đều giống nhau. Bởi vậy, những thành tựu của một người hoàn toàn nằm trong tầm tay của tất cả mọi người khác. Một khi đã giác ngộ điều này, chúng ta hãy cùng giữ cho tâm trí mình rộng mở để tiếp tục tiến hành những nghiên cứu cần thiết nhằm trang bị cho mình đủ hành trang hướng tới chân trời tươi sáng của một cuộc sống mới trẻ khỏe hơn.",81750,5,"img7.jpg",C02
SK04,"Khi Hơi Thở Hóa Thinh Không","Trần Thanh Hương;","NXB Lao Động",2025,"Khi Hơi Thở Hóa Thinh Không là tự truyện của một bác sĩ bị mắc bệnh ung thư phổi. Trong cuốn sách này, tác giả đã chia sẻ những trải nghiệm từ khi mới bắt đầu học ngành y, tiếp xúc với bệnh nhân cho tới khi phát hiện ra mình bị ung thư và phải điều trị lâu dài.
Kalanithi rất yêu thích văn chương nên câu chuyện của anh đã được thuật lại theo một phong cách mượt mà, dung dị và đầy cảm xúc. Độc giả cũng được hiểu thêm về triết lý sống, triết lý nghề y của Kalanithi, thông qua ký ức về những ngày anh còn là sinh viên, rồi thực tập, cho đến khi chính thức hành nghề phẫu thuật thần kinh. “Đối với bệnh nhân và gia đình, phẫu thuật não là sự kiện bi thảm nhất mà họ từng phải đối mặt và nó có tác động như bất kỳ một biến cố lớn lao trong đời. Trong những thời điểm nguy cấp đó, câu hỏi không chỉ đơn thuần là sống hay chết mà còn là cuộc sống nào đáng sống.” – Kalanithi luôn biết cách đưa vào câu chuyện những suy nghĩ sâu sắc và đầy sự đồng cảm như thế.
Bạn bè và gia đình đã dành tặng những lời trìu mến nhất cho con người đáng kính trọng cả về tài năng lẫn nhân cách này. Dù không thể vượt qua cơn bệnh nan y, nhưng thông điệp của tác giả sẽ còn khiến người đọc nhớ mãi",87200,12,"img8.jpg",C02
SK05,"Cỗ Máy Sự Sống - Ti Thể - Chìa Khóa Cho Sức Khỏe Toàn Diện","Daria Mochly-Rosen, Emanuel Rosen","NXB Thanh Hóa",2025,"Cuốn sách “Cỗ Máy Sự Sống - Ti thể - Chìa khóa cho sức khỏe toàn diện”, vừa ra mắt chính thức trên Amazon ngày 14/10/2025, đã nhanh chóng được Book Hunter mang đến độc giả Việt qua bản dịch tiếng Việt đầu tiên. Tác phẩm được viết bởi giáo sư Daria Mochly-Rosen (Trường Y Stanford) cùng chồng bà - nhà văn Emanuel Rosen, kết hợp khoa học hiện đại với lời văn gần gũi, giúp người đọc hiểu sâu về cách cơ thể thực sự vận hành.",171000,15,"img41.jpg",C02
SK06,"Kiến Thức Cơ Bản Nâng Cao Sức Khỏe","Phương Nam Đình","NXB Hà Nội",2025,"Sách cung cấp những kiến thức cơ bản về giáo dục sức khỏe - Những tiêu chuẩn của một cơ thể khỏe mạnh, việc tự kiểm tra tình trạng sức khỏe bản thân, những yếu tố ảnh hưởng đến sức khỏe, môi trường, nguồn nước, việc ăn uống, chế độ dinh dưỡng như thế nào là hợp lý cho từng đối tượng người già, người mắc bệnh mãn tính..; tính di truyền, phương pháp phòng ngừa bệnh, chăm sóc và bảo vệ sức khỏe người cao tuổi, bà mẹ và trẻ em, những loại thuốc cũng như cách sử dụng thuốc dự phòng trong gia đình…",54400,4,"img42.jpg",C02
SK07,"Tâm Lý Học Sức Khỏe","TS. Phạm Toàn","NXB Trẻ",2025,"Trong cuốn sách TÂM LÝ HỌC SỨC KHỎE này, tác giả đã cố gắng sưu tập tối đa những đóng góp khoa học đã có từ trước và đồng thời cũng nêu ra những nghiên cứu khoa học đang có trong hiện tại. 12 chương trong sách bao hàm các đề mục về những thói quen, tập quán có hại cho sức khỏe, các nghiên cứu về tuổi thọ của con người, tính chất nhiêu khê và phức tạp của các loại bệnh tật, các loại bệnh virus giết người có sức lan truyền nhanh chóng trong xã hội, tình trạng béo phì và nghiện ngập các loại chất độc hại, v.v..",132000,10,"img43.jpg",C02
SK08,"Thực Hành Thai Giáo","ThS. Đỗ Thanh Huyền","NXB Công Thương",2024,"Chúng tôi đã đau đáu về một cuốn sách có thể chứa đựng những điều quan trọng nhất mẹ bầu cần biết mà hạn chế dùng đến các thiết bị điện tử. Trong cuốn sách “Thực hành thai giáo”, chúng tôi sẽ cùng bạn khám phá từng giai đoạn của thai kỳ, sự phát triển của em bé, những biến đổi trong cơ thể mẹ, cũng như vai trò quan trọng của dinh dưỡng trong quá trình mang thai. Cuốn sách này không chỉ là một nguồn tài liệu về sức khoẻ thai kỳ mà còn là những hướng dẫn chi tiết, giúp ba mẹ tự thực hành thai giáo theo từng tuần. Cha mẹ hãy chú tâm đọc theo, làm theo hướng dẫn đã được viết trong từng trang sách là đã có thể thực hành được thai giáo đúng cách và hiệu quả. Hãy thực hiện từng hoạt động bằng cả trái tim mình. Em bé sẽ cảm nhận được tình yêu thương của cha mẹ trong từng lời nói, từng hành động.",223200,15,"img44.jpg",C02
TT01,"Công Chúa Tóc Cam","Kolya Bùi","NXB Hà Nội",2024,"Ngày nảy ngày nay, có nàng công chúa xinh đẹp, mọi người gọi nàng là Công chúa Tóc Cam. Vì tóc nàng màu cam, hẳn rồi. Nhưng cũng không có màu nào khác hợp với nàng ta đến thế: một chút chua chua, một chút lòe loẹt, hơi ương ương, hơi dẩm dẩm, bảo là mạnh mẽ cũng được, nhõng nhẽo càng đúng, hết mực thủy chung, nhưng lúc nào cũng có thể đòi chia tay bất thình lình. Công chúa Tóc Cam rất mực đáng yêu, trừ những lúc khó chiều không ai chịu nổi.
Kể từ khi xuất hiện trước công chúng trên trang Facebook cùng tên, cùng với tay bồ của nàng ta, Công chúa Tóc Cam đã ngay lập tức gây ấn tượng với độc giả bởi sự hài hước, quái đản. Những mẩu chuyện yêu đương ngộ nghĩnh, vụn vặn hằng ngày của Công Chúa Tóc Cam - Yêu đương vui phết (trừ những lúc không) chứa đựng sự bất ngờ, thú vị, và bao giờ cũng mang đến tiếng cười vui vẻ.",111200,3,"img17.jpg",C05
TT02,"Cuộc Phiêu Lưu Của Thuyền Trưởng Sinbad","Nghệ Sĩ Quang Thảo","NXB Dân Trí",2024,"Cuộc phiêu lưu của thuyền trưởng Sinbad - Đại chiến nàng tiên cá xoay quanh câu chuyện thuyền trưởng Sinbad được mời đến Vịnh Tiên Cá để dự buổi trao Thủy ngọc Quyền năng cho Công chúa Mê Ly. Tuy nhiên, Tiên cá Đen Mê La có ý định chiếm Thủy ngọc nên quyết tâm ngăn cản. Thuyền trưởng Sinbad bắt đầu cuộc hành trình bảo vệ chân lý, tiêu diệt cái ác, mang lại sự bình yên cho dòng họ Tiên cá Trắng. Tiên cá Đen sau khi được yêu thương thì cũng nhìn nhận lại bản thân và nhận ra nhiều bài học giá trị.
Tác phẩm là lời nhắc nhở cho các bé về tầm quan trọng của tình yêu thương và ý thức bảo vệ đại dương, bảo vệ môi trường sống của muôn loài.",135000,7,"img18.jpg",C05
TT03,"Ếch Ộp - Thời Vàng Son Để Lại","Nguyễn Hưng","NXB Dân Trí",2024,"Với “Ếch Ộp - Thời vàng son để lại,” bạn sẽ thấy một Nguyễn Hưng giàu cảm xúc hơn qua các câu chuyện rất đỗi đời thường: từ việc trốn chạy bản thân, chuyện gia đình, hẹn hò đến tâm trạng của những người trẻ overthinking, và cả những hành trình “vượt cạn” sự ngại ngùng. Cuốn sách ngập tràn sự dí dỏm này không chỉ đem đến tràng cười sảng khoái mà còn mở ra nhiều góc nhìn thú vị, dẫn bạn trở về với “cái tôi” chân thật đã bị lãng quên sau những ngày tháng chông chênh.",87200,4,"img19.jpg",C05
TT04,"Em Trai Hàng Xóm Bướng Bỉnh Quá","S Monkey","NXB Dân Trí",2023,"Chưa yên bình được bao lâu, người em trai kế của Bạch Quân vẫn tiếp tục đeo bám và đe dọa cậu rằng hắn sẽ tiết lộ những bí mật trong quá khứ! Không muốn Lam Thiên phải phiền lòng, Bạch Quân cố gắng giấu nhẹm chuyện này với anh, tự mình hẹn gặp Hoàng Thiệu - gã em kế đáng ghét để giải quyết vấn đề một mình.
Lam Thiên càng muốn giúp đỡ Bạch Quân bao nhiêu thì cậu em trai hàng xóm lại càng đẩy anh ra xa bấy nhiêu. Sự cố nguy hiểm bất chợt ập đến khiến Lam Thiên phát hiện Bạch Quân đã phải chịu đựng quá nhiều ấm ức khi sống cùng gia đình em kế. Không chỉ là thương hại, anh muốn bảo vệ Bạch Quân, muốn em ấy có thể vui vẻ như trước kia, đồng thời những cảm xúc lạ lẫm cũng dần nảy nở trong anh…",183200,15,"img20.jpg",C05
TT05,"Cuốc Xe Tuổi Trẻ - 12 Truyện Tranh Của Các Họa Sĩ Việt Nam","Nhiều Tác Giả","NXB Thế Giới",2022,"Cuốc Xe Tuổi Trẻ là một hành trình đầy sôi nổi và say mê của 12 họa sĩ trẻ Việt Nam, với 12 truyện ngắn bằng tranh sinh động và giàu sáng tạo. Mỗi câu chuyện là một góc nhìn, có khi huyền ảo, mộng mơ, có khi sâu lắng, day dứt, về một lát cắt đời thường, về một vấn đề xã hội, một sắc màu văn hóa, một góc khuất nội tâm hay một cảm xúc bất ngờ.",99999,15,"img53.jpg",C05
TT06,"Bạn Bè Muôn Năm! Tuyển Tập Truyện Tranh Cực Ngắn Về Tình Bạn Của Liz Climo","Liz Climo","NXB Kim Đồng",2023,"BẠN BÈ - họ có mặt khi ta thèm đàn đúm, hoặc chỉ cần một người lắng nghe mình. Họ khiến ta cười, cho ta một bờ vai để tựa vào khi ta khóc. Hoạ sĩ truyện tranh Liz Climo đã thâu tóm tinh tuý của tình bạn bằng những mẩu truyện tranh ngắn duyên dáng, thông minh. Thế giới động vật của cô là nơi cá mập, rái cá, nhím, hay thậm chí các loài giáp xác cùng tụ họp và bày tỏ những cung bậc muôn màu của tình bạn. Cuốn sách nhỏ này nhắc nhở bạn trân trọng những tình bạn mình đang có, và thôi thúc bạn chia sẻ nó cùng một người bạn đặc biệt.",118150,8,"img54.jpg",C05
TT07,"Truyện Tranh Tư Duy Cho Bé","Hải Minh","NXB Phụ Nữ Việt Nam",2021,"Cuốn sách là những câu chuyện ngụ ngôn hay nhất , được thiết kế đọc truyện theo tư duy hình ảnh ,từng câu chuyện kết hợp với hình ảnh thay cho từ , để bé đoán hình thành câu chuyện đọc hay cho bé , giúp bé phát triển tư duy nhanh trí , khả năng tưởng tượng , rèn luyện cho bé",78400,8,"img55.jpg",C05
TT08,"Kho Tàng Truyện Cổ Việt Nam - Bộ Truyện Tranh Song Ngữ Việt Nam (9 Cuốn)","Văn Minh","NXB Trẻ",2020,"Kho Tàng Truyện Cổ Việt Nam - Bộ Truyện Tranh Song Ngữ Việt Nam với nhiều hình ảnh đẹp và sinh động nhằm giúp trẻ thêm yêu thích hơn những câu chuyện cổ tích đầy huyền ảo nhưng cũng mang đậm tính nhân văn",237600,12,"img56.jpg",C05
